Master.Protein.Accessions	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20
Q9H0A0	0	0	0	0	0	0	0	0	3200000	4500000	0	0	6.2e+07	2.08e+08	95600000	98900000	35200000	7800000	0	7100000
Q9H0D6	0	0	2300000	0	0	0	0	0	22700000	0	0	4.7e+07	130800000	339900000	277700000	137200000	5.7e+07	63500000	15800000	21900000
Q9H0E2	0	0	0	0	0	2500000	0	3200000	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0H5	0	0	0	0	0	0	0	0	2e+06	2900000	0	0	0	0	0	0	0	0	0	0
Q9H0S4	0	0	0	0	0	0	0	0	0	0	0	0	23500000	38300000	1e+07	8500000	6e+06	1300000	0	6700000
Q9H0U4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8300000	0	0	0	0
Q9H0X9	0	0	0	0	0	0	0	0	19300000	1.8e+07	0	0	0	0	0	0	0	0	0	0
Q9H1A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	2100000	0	0	1100000
Q9H1E3	0	0	0	0	0	0	0	0	3900000	0	9800000	36800000	1.03e+08	64700000	5.3e+07	26900000	0	0	0	0
Q9H1K0	0	0	0	0	1500000	0	1900000	4600000	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2D6	0	0	0	0	0	0	0	0	15600000	5600000	0	0	0	0	0	0	0	0	0	0
Q9H2M9	0	0	6300000	3e+06	0	6800000	6900000	16300000	3.7e+07	0	5e+06	0	0	1.3e+07	9900000	6900000	0	6600000	3100000	5e+06
Q9H2P0	0	0	0	0	0	0	0	0	8e+06	0	0	9700000	36700000	82600000	1.9e+07	4800000	0	0	0	0
Q9H2U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300000	8100000	1300000	5500000	0	0
Q9H2W6	0	0	0	0	0	0	0	0	0	15400000	0	0	0	0	0	0	0	0	0	0
Q9H307	0	0	2500000	0	0	0	0	0	67800000	4.4e+07	1.29e+08	228800000	901200000	2544400000	2795900000	1280200000	916300000	389300000	1.8e+08	195700000
Q9H361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2300000	0	0	0
Q9H3H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e+07	0	9e+06	5400000	5600000
Q9H3N1	0	0	31500000	20400000	0	43400000	14300000	151300000	9.8e+07	1.33e+08	7.1e+07	7.6e+07	3.7e+07	3.6e+07	2.8e+07	0	0	0	0	0
Q9H3P7	0	0	1.08e+08	51800000	8500000	49500000	26300000	95300000	16700000	7500000	4100000	2300000	0	0	0	0	0	0	0	0
Q9H3S7	0	0	49100000	7050000	2.3e+07	54300000	1.8e+07	61200000	0	0	0	6600000	0	0	0	13300000	18700000	18400000	0	1600000
Q9H3U1	0	0	0	0	0	0	0	0	0	23900000	0	2100000	0	1.2e+07	0	0	0	0	0	7e+06
Q9H3Z4	0	0	3300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4A3	0	0	0	0	0	0	0	0	6900000	7700000	0	1620000	5e+06	2200000	0	2700000	0	0	0	0
Q9H4A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300000	20800000	0	23100000
Q9H4F8	0	0	1.3e+07	1.2e+07	7300000	0	8300000	1.1e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4G4	0	0	16200000	4500000	0	0	3100000	1.1e+07	6900000	0	0	0	0	0	0	0	0	0	0	0
Q9H4I3	0	0	0	0	0	0	0	0	2.4e+07	0	0	0	0	0	0	0	0	0	0	0
Q9H4L5	0	0	7200000	3500000	0	1600000	0	6100000	2.3e+07	1.6e+07	5800000	0	0	0	0	0	0	0	0	0
Q9H501	0	0	0	0	0	0	0	0	0	0	0	0	1.1e+07	1.2e+07	8700000	0	0	0	0	0
Q9H583	0	0	0	0	0	0	0	0	0	0	0	0	48100000	128800000	4900000	0	0	0	0	0
Q9H6E5	0	0	0	0	0	0	0	0	0	0	0	0	4500000	0	0	9800000	1.1e+07	4800000	4400000	8e+06
Q9H6R4	0	0	0	0	0	0	0	0	9800000	0	840000	0	5.5e+07	201900000	2.3e+07	14600000	3700000	0	0	8600000
Q9H6R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8900000	0	0	970000
Q9H6Y7	0	0	0	0	0	4e+06	0	3.1e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q9H7E9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24600000	1.1e+07	5600000	0	0	0
Q9H7F0	0	0	0	0	0	1200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H7N4	0	0	0	0	0	0	0	0	0	0	0	3900000	43100000	9.2e+07	30800000	6300000	0	0	0	0
Q9H845	0	0	0	0	0	0	0	0	0	1.6e+07	0	0	0	0	0	0	0	0	0	0
Q9H857	0	0	0	0	0	0	0	0	69800000	110600000	31200000	0	0	0	0	0	0	0	0	0
Q9H8Y8	0	0	2300000	0	0	1700000	0	0	6400000	0	0	0	0	0	0	0	0	0	0	0
Q9H910	0	0	2900000	0	0	1e+06	0	7600000	2.6e+07	3.6e+07	29400000	3e+06	3.1e+07	4.1e+07	52100000	51500000	52900000	37500000	2.4e+07	2.7e+07
Q9H9A6	0	0	0	0	0	0	0	0	3300000	0	0	0	0	0	0	0	0	0	0	0
Q9H9E3	0	0	9600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H9J4	0	0	0	0	0	0	0	0	0	0	0	0	14200000	23500000	57100000	42800000	13700000	4400000	0	9300000
Q9H9L3	0	0	0	0	0	0	0	0	0	0	0	0	0	8200000	0	0	0	0	0	0
Q9H9P8	0	0	0	0	0	0	0	0	23300000	0	0	0	0	0	0	0	0	0	0	0
Q9HAU0	0	0	6800000	7e+06	0	0	3500000	30700000	266700000	91100000	24800000	33500000	0	0	0	5e+07	0	0	0	0
Q9HAV4	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4e+07	24700000	8e+06	5e+06	8800000	3500000	24300000
Q9HB07	0	0	0	0	0	0	0	0	0	0	3700000	2400000	0	0	0	20900000	2400000	48900000	0	1.1e+07
Q9HBL0	0	0	28700000	17400000	12300000	9100000	8840000	28500000	356700000	142400000	4e+07	60800000	0	0	0	0	0	0	0	0
Q9HBR0	0	0	0	1200000	0	1700000	1700000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HC35	0	0	0	1700000	0	0	0	0	0	0	6300000	0	0	1.21e+08	84900000	104200000	139800000	195100000	80100000	157300000
Q9HC36	0	0	0	0	0	0	0	0	3400000	6e+06	0	4200000	0	0	0	0	0	0	0	0
Q9HCD5	0	0	0	0	0	0	0	0	0	4e+07	0	0	24900000	36600000	39500000	0	0	3600000	0	0
Q9HCE1	0	0	5200000	5500000	0	3800000	0	5200000	81300000	75100000	3.2e+07	42200000	26200000	98600000	589400000	787900000	391600000	94500000	42400000	70500000
Q9HCE3	0	0	0	0	0	0	0	0	0	0	0	0	0	6300000	0	0	0	0	0	0
Q9HCG8	0	0	0	0	0	0	0	0	5600000	0	0	0	7500000	52200000	190300000	47700000	61400000	55100000	40700000	46300000
Q9HCM4	0	0	0	0	0	0	0	0	1.6e+07	0	0	0	0	0	0	0	0	0	0	0
Q9HCU5	0	0	0	0	0	0	0	1.4e+07	24400000	2e+07	1.4e+07	0	0	0	0	0	0	0	0	0
Q9HD26	0	0	25500000	9900000	2400000	6700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HD45	0	0	3.5e+07	13600000	3e+06	2900000	8600000	1.6e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q9HDC9	0	0	4200000	2200000	0	2200000	0	33600000	5200000	14600000	4500000	1800000	0	0	0	0	0	0	0	0
Q9NNW5	0	0	0	0	0	0	0	0	0	0	0	0	2200000	0	0	0	2e+07	7700000	0	19100000
Q9NNX1	0	0	0	0	0	0	0	0	17600000	0	0	0	0	0	0	0	0	0	0	0
Q9NP61	0	0	3800000	0	0	4700000	0	0	0	0	0	0	0	0	0	0	1700000	580000	0	5200000
Q9NP64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+07	25300000	19300000	0	5500000
Q9NP72	0	0	7840000	2400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NP81	0	0	0	0	0	8400000	6400000	0	3e+06	1.5e+07	0	0	0	0	2e+07	0	0	0	0	0
Q9NPI6	0	0	0	0	0	0	0	0	1.3e+07	3900000	0	0	0	6500000	42900000	14800000	11700000	0	0	1e+07
Q9NQ29	0	0	0	0	0	0	0	0	0	0	0	0	0	6500000	0	8e+06	0	0	0	0
Q9NQ55	0	0	0	0	0	0	0	0	0	0	0	0	77100000	1.12e+08	1.5e+07	9300000	0	0	0	0
Q9NQC3	0	0	0	1.8e+07	0	1.5e+07	9400000	4.3e+07	4.1e+07	27700000	2.7e+07	10800000	1e+07	0	0	0	0	0	0	0
Q9NQS7	0	0	0	0	0	0	0	0	4700000	0	0	0	32100000	1.9e+07	0	0	0	0	0	0
Q9NQW6	0	0	0	0	0	0	0	0	1.2e+07	0	0	1800000	0	0	5300000	0	0	0	0	0
Q9NQZ2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	0	0	0	0	0	0
Q9NR09	0	0	4100000	0	0	0	0	3400000	0	0	0	0	0	34800000	72400000	7500000	75700000	19300000	1300000	31500000
Q9NR12	0	0	24800000	32300000	4400000	28700000	14200000	1.81e+08	1323400000	892300000	247700000	131200000	20100000	97600000	79900000	8.5e+07	29100000	80500000	41100000	5.8e+07
Q9NR30	0	0	0	0	0	0	0	0	38400000	6e+06	6e+06	25600000	388100000	581700000	251800000	173400000	6.2e+07	51900000	15200000	28200000
Q9NRA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9600000	0	0	0	0	0
Q9NRG9	0	0	0	0	0	0	0	3100000	0	0	1.4e+07	0	3500000	4.9e+07	3500000	0	0	0	0	0
Q9NRN7	0	0	3600000	0	0	0	0	1e+07	2.9e+07	1.2e+07	0	2800000	0	0	1.3e+07	2e+07	2.3e+07	0	0	3800000
Q9NRW3	0	0	0	0	0	0	0	0	670000	0	0	0	0	0	8200000	0	7900000	0	0	0
Q9NS86	0	0	0	0	0	0	0	0	1e+07	0	0	0	0	0	5100000	0	0	7500000	4200000	0
Q9NS87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4900000	4500000	0	0
Q9NSD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10200000	14600000	6600000	0	1e+07
Q9NSE4	0	0	0	0	0	0	0	9700000	446300000	244100000	53400000	25900000	0	0	0	0	0	0	0	0
Q9NSY1	0	0	0	0	0	0	0	0	0	2500000	0	0	0	0	0	0	0	0	0	0
Q9NTI5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e+07	0	0	0	0
Q9NTJ3	0	0	31700000	940000	0	0	0	8500000	6700000	16300000	5600000	0	0	81700000	106700000	117600000	93800000	122200000	25400000	47300000
Q9NTJ5	0	0	7800000	0	0	0	2800000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NTK5	0	0	0	0	0	0	0	0	5800000	0	0	0	0	2.6e+07	2.1e+07	43800000	3.4e+07	32500000	0	4900000
Q9NTZ6	0	0	0	0	0	0	0	0	0	0	0	0	5200000	0	0	0	2.9e+07	24600000	0	12800000
Q9NU22	0	0	0	0	0	0	0	0	0	0	0	0	0	59500000	49800000	6300000	11500000	0	0	0
Q9NUL3	0	0	0	0	0	0	0	0	3400000	5100000	0	0	0	0	9.2e+07	149200000	5e+07	0	0	8200000
Q9NUM4	0	1.6e+07	174500000	98500000	3900000	5.6e+07	2.1e+07	2.9e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUP9	0	0	3700000	0	0	0	0	0	7700000	0	0	0	0	0	0	0	0	0	0	0
Q9NUQ6	0	0	0	0	0	0	0	12700000	13600000	23500000	0	0	0	1.8e+07	3.9e+07	57800000	4.9e+07	13200000	0	3570000
Q9NUQ8	0	0	0	0	0	0	0	0	1.5e+07	0	0	0	0	0	0	4800000	0	1.4e+07	5200000	1.1e+07
Q9NUQ9	0	0	0	0	0	0	0	0	5e+06	0	0	0	0	0	0	0	2100000	8300000	0	6100000
Q9NUY8	0	0	2400000	1700000	3300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NV96	0	0	1.6e+07	54700000	23300000	37200000	3.5e+07	5.3e+07	0	5900000	0	0	0	0	0	0	0	0	0	0
Q9NVA2	0	0	0	0	0	0	0	0	1.4e+07	0	0	0	0	0	0	0	0	1.6e+07	10100000	0
Q9NVH0	0	0	0	0	0	0	0	0	7600000	0	0	0	0	0	0	0	0	0	0	0
Q9NVI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4400000	0	0	1.4e+07
Q9NVI7	0	0	0	0	0	0	0	0	0	0	4e+06	0	0	0	0	0	0	0	0	0
Q9NVJ2	0	0	2.3e+07	0	0	0	0	6e+05	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVP1	0	0	0	0	0	0	0	0	0	0	0	0	3300000	126600000	2.6e+07	0	0	0	0	0
Q9NVS2	0	0	0	0	0	0	0	0	3.3e+07	50300000	9900000	7900000	0	0	0	0	0	0	0	0
Q9NVV4	0	0	0	0	0	0	0	0	35900000	1e+07	2800000	0	0	0	0	0	0	0	0	0
Q9NVX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28900000	0	0
Q9NW13	0	0	0	0	0	0	0	0	0	0	0	0	41700000	8.1e+07	1.9e+07	5400000	0	0	0	0
Q9NWB6	0	0	0	0	0	0	0	0	0	0	0	4400000	9.8e+07	1.68e+08	7.6e+07	71200000	5600000	0	0	0
Q9NWH9	0	0	0	0	0	0	0	4100000	1e+07	7880000	0	29600000	223200000	359800000	2.11e+08	1.75e+08	2.8e+07	32460000	3300000	33100000
Q9NX24	0	0	0	0	0	0	0	0	0	0	0	0	4.1e+07	124400000	2.8e+07	0	0	0	0	0
Q9NXC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7800000	0	1900000	0	0
Q9NXE4	0	0	0	0	0	0	0	0	0	0	1900000	0	3500000	1.5e+07	0	0	0	0	0	0
Q9NXF1	0	0	0	0	0	0	0	0	1500000	0	0	0	6200000	85800000	1.1e+07	1700000	1100000	0	0	3100000
Q9NXG2	0	0	0	0	0	0	0	0	0	0	0	1.7e+07	6200000	20600000	4.4e+07	0	3.6e+07	16800000	0	16700000
Q9NXV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600000	2900000	0	0	0	0
Q9NY12	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+07	0	0	0	0	0	0
Q9NY33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	0	1.9e+07	55400000	0	46300000
Q9NY93	0	0	0	0	0	0	0	0	0	0	0	0	38700000	4.3e+07	1.4e+07	1.6e+07	8700000	5600000	0	0
Q9NYF8	0	0	0	0	0	0	0	0	0	1.05e+08	7.9e+07	193140000	896280000	1913700000	1818300000	976400000	5.91e+08	184200000	68600000	198300000
Q9NYJ8	0	0	0	0	0	0	0	0	11800000	1.1e+07	0	0	0	0	0	3500000	0	2400000	1200000	0
Q9NYK5	0	0	0	0	0	0	0	0	1.6e+07	3600000	0	0	0	0	0	0	0	0	0	0
Q9NYL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11200000	8300000	0	0	0
Q9NYU2	0	0	0	0	0	0	0	15800000	56700000	79200000	11500000	1100000	5600000	0	0	0	0	0	0	0
Q9NYY8	0	0	0	0	0	0	0	0	1.4e+07	1e+07	3800000	0	0	0	0	0	0	0	0	0
Q9NYZ3	0	0	0	0	0	0	0	5600000	14600000	0	0	2800000	0	0	0	0	0	0	0	0
Q9NZ52	0	0	0	0	0	4600000	0	1e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZB2	0	0	0	0	0	0	9e+06	21500000	196400000	99700000	64900000	41700000	21300000	89300000	767800000	822200000	426200000	2.36e+08	55800000	118600000
Q9NZJ4	0	0	0	0	0	0	0	0	6300000	0	0	0	0	0	0	4400000	2600000	0	0	0
Q9NZM1	0	1100000	172900000	8.8e+07	39800000	48800000	16900000	57800000	37800000	55200000	0	0	0	0	0	0	0	0	0	0
Q9NZM3	0	0	0	0	0	0	0	4900000	31500000	4800000	0	0	0	0	0	0	0	0	0	0
Q9NZT1	0	0	0	0	0	0	42300000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZT2	0	0	0	0	0	0	0	0	1.2e+07	3100000	0	6600000	10700000	0	0	5900000	5600000	0	0	1100000
Q9NZU5	0	0	0	0	0	0	0	12900000	31100000	1.9e+07	0	5200000	0	16900000	4e+06	23800000	5200000	0	0	1.6e+07
Q9NZW5	0	0	4440000	0	0	0	0	4100000	22900000	5200000	0	0	0	0	0	0	0	0	0	0
Q9P015	0	0	0	0	0	0	0	0	2200000	0	0	0	0	0	0	0	0	0	0	0
Q9P035	0	0	4900000	4600000	0	0	0	3200000	0	0	0	0	0	1.1e+07	0	0	0	0	0	0
Q9P0K7	0	0	0	0	0	0	0	0	50900000	32200000	0	0	6900000	0	0	0	0	0	0	0
Q9P0L0	0	1200000	23100000	1.1e+07	2800000	4900000	0	81500000	1.13e+08	3e+07	2.4e+07	9100000	15600000	1.4e+07	0	0	0	0	0	0
Q9P0T7	0	0	0	0	0	4300000	9100000	48200000	2.6e+07	1.9e+07	7400000	0	0	0	0	0	0	0	0	0
Q9P0U3	0	0	0	0	0	0	0	0	0	0	0	0	5500000	9900000	0	0	0	0	0	0
Q9P0V3	0	0	0	9500000	0	9700000	0	36400000	68100000	44400000	1.8e+07	0	0	0	0	0	0	0	0	0
Q9P0V9	0	0	0	0	0	0	0	890000	9100000	0	0	0	0	0	0	0	0	0	0	0
Q9P121	0	0	5.7e+07	20200000	6250000	5400000	1800000	1900000	13600000	1.4e+07	0	0	0	0	0	0	0	0	0	0
Q9P1Y6	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8e+07	0	0	0	0	0	0
Q9P206	0	0	85900000	2e+07	10700000	46500000	27600000	1.05e+08	42800000	110400000	1e+07	0	0	0	0	0	0	0	0	0
Q9P253	0	0	5300000	2600000	6300000	0	0	0	1800000	0	0	0	0	0	0	0	0	0	0	0
Q9P258	0	0	0	0	0	0	0	0	7100000	5600000	0	0	3.8e+07	70900000	5.1e+07	93800000	17800000	44800000	22600000	47600000
Q9P265	0	0	0	0	0	0	0	0	3500000	0	0	0	0	0	0	0	1.6e+07	1.4e+07	0	3700000
Q9P266	0	0	0	0	0	0	0	0	22700000	5800000	0	5600000	0	0	0	0	0	0	0	0
Q9P270	0	0	4600000	0	0	0	0	0	1.7e+07	27700000	0	2500000	0	8600000	6300000	9600000	0	9800000	3e+06	0
Q9P273	0	0	1600000	0	0	3300000	0	21100000	2400000	0	0	0	0	0	0	0	0	0	0	0
Q9P275	0	0	0	0	0	0	0	0	0	0	0	0	7600000	0	13300000	0	0	0	0	0
Q9P2B2	0	0	105600000	48400000	4400000	13900000	18600000	0	0	1e+07	0	0	0	0	0	0	0	0	0	0
Q9P2B4	0	0	0	0	0	0	0	0	25900000	0	0	1.3e+07	0	0	0	0	0	0	0	0
Q9P2D3	0	0	0	3700000	2500000	9900000	0	11900000	0	0	0	0	1.1e+07	0	0	0	0	0	0	0
Q9P2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15200000	5200000	7e+06
Q9P2E9	0	1900000	180200000	199800000	29200000	137900000	298300000	1580800000	4824100000	4102400000	1584300000	1146800000	1346500000	1.416e+09	1020100000	1740300000	9.94e+08	319300000	155800000	201200000
Q9P2G1	0	0	4.9e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P2I0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9500000	0	0	0	0	0
Q9P2J5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20700000	57800000	103600000	73700000	47300000	84400000
Q9P2K5	0	0	0	0	0	0	0	0	0	0	0	2400000	1.7e+07	0	27400000	51700000	0	0	0	0
Q9P2M7	0	0	0	0	0	0	0	0	24500000	1.6e+07	6900000	0	0	0	0	0	0	0	0	0
Q9P2N5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6100000	0	0	0	0
Q9P2R3	0	0	0	7700000	2500000	4900000	5200000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBB4	0	0	0	0	0	0	0	0	0	0	0	0	0	7800000	4300000	0	0	0	0	0
Q9UBC2	0	0	0	0	0	0	0	0	3.3e+07	27800000	0	0	0	0	0	0	0	0	0	0
Q9UBE0	0	0	0	0	0	0	0	0	0	0	0	810000	0	0	0	0	3200000	0	0	0
Q9UBG0	0	7500000	729080000	358700000	96800000	113500000	59100000	87500000	118700000	7.8e+07	13600000	6200000	0	0	0	0	0	0	0	0
Q9UBN7	0	0	0	0	0	0	0	3300000	0	0	0	0	0	0	0	3800000	0	0	0	0
Q9UBP4	0	0	5400000	2600000	0	1600000	1700000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBR2	0	3700000	32900000	2e+07	1.1e+07	2.3e+07	1.4e+07	1.6e+07	1.6e+07	8600000	5100000	0	0	0	0	0	0	8200000	5400000	0
Q9UBS4	0	0	0	0	0	0	0	0	7e+06	5100000	0	0	0	0	0	0	0	0	0	0
Q9UBU9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9900000	0	3700000
Q9UBW7	0	0	0	0	0	0	0	0	0	0	0	0	0	11700000	0	0	0	0	0	0
Q9UDY2	0	0	0	0	0	0	0	17040000	141300000	78300000	9e+06	1800000	0	0	0	0	0	0	0	0
Q9UER7	0	0	0	0	0	0	0	0	4500000	0	0	0	0	0	0	0	0	0	0	0
Q9UET6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5500000	0	16800000	9300000	0	3700000
Q9UEU0	0	0	17100000	6600000	9200000	6900000	0	1.2e+07	3800000	0	0	0	0	0	0	0	0	0	0	0
Q9UEY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4100000	0	4200000
Q9UGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19400000	0	0	0	7100000
Q9UGU0	0	0	0	0	0	0	0	0	0	0	0	0	18100000	0	0	0	0	0	0	0
Q9UH17	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2e+07	3.7e+07	2.2e+07	0	0	0	3700000
Q9UH99	0	0	0	0	0	0	2800000	1.6e+07	1400000	0	0	2400000	27200000	1.1e+07	0	0	0	0	0	0
Q9UHB6	0	0	0	0	0	0	5400000	11400000	118900000	60300000	1.8e+07	1.1e+07	0	0	0	0	0	0	0	0
Q9UHB9	0	0	0	0	0	0	0	0	11200000	0	0	0	0	0	33900000	0	6500000	0	6700000	0
Q9UHD1	0	0	3500000	0	0	0	0	15700000	1.2e+07	0	0	0	0	0	0	0	0	4.4e+07	9100000	3600000
Q9UHD8	0	0	4400000	0	0	0	0	7800000	6.7e+07	7.7e+07	9e+06	6700000	7e+06	7800000	1.1e+07	0	7100000	1.2e+07	6100000	30900000
Q9UHD9	0	0	0	0	0	0	0	0	0	0	0	0	1400000	1500000	0	0	0	0	0	0
Q9UHI6	0	0	0	0	0	0	0	0	11600000	0	0	0	0	40800000	208800000	33700000	29900000	18800000	0	2.3e+07
Q9UHN6	0	0	57200000	2.6e+07	10600000	17500000	18100000	25100000	45600000	0	0	0	0	0	0	0	0	0	0	0
Q9UHR4	0	0	12700000	1900000	0	2500000	0	5200000	0	0	4900000	0	0	0	0	0	0	0	0	0
Q9UI10	0	0	0	0	0	0	0	0	0	0	0	0	1.5e+07	20500000	35600000	5.7e+07	5200000	15600000	1e+07	3600000
Q9UI12	0	0	0	0	0	0	0	0	4400000	4e+06	0	0	0	0	0	2700000	0	3200000	0	0
Q9UIA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+07	0	27700000	28300000	32900000	47100000
Q9UIF9	0	0	0	0	0	0	0	0	0	0	0	0	26500000	20500000	4800000	0	0	0	0	0
Q9UIG0	0	0	0	0	0	0	0	0	0	0	0	0	32700000	49900000	0	0	0	0	0	0
Q9UIQ6	0	0	207800000	1.86e+08	20600000	87300000	23800000	34900000	0	0	0	0	0	0	0	0	0	0	0	0
Q9UIW2	0	0	0	0	0	0	0	0	3600000	0	0	0	0	0	0	0	0	0	0	0
Q9UJ70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6600000
Q9UJS0	0	0	0	0	0	0	0	0	1.7e+07	46400000	0	0	0	0	0	0	0	0	0	0
Q9UJU6	0	0	3300000	0	0	1900000	0	0	7.8e+07	31900000	0	1.4e+07	1.1e+07	0	0	2.4e+07	0	20500000	0	0
Q9UJY4	0	0	0	3800000	0	40500000	24700000	5.9e+07	4e+06	2200000	0	0	0	0	0	0	0	0	0	0
Q9UK23	0	0	32700000	27700000	28100000	5.6e+07	44200000	5700000	3.2e+07	4.6e+07	0	0	0	0	0	0	0	0	0	0
Q9UK76	0	0	0	0	0	0	0	0	1.2e+07	9200000	6e+06	0	0	0	1.6e+07	3.3e+07	26400000	3.9e+07	0	1e+07
Q9UKA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900000
Q9UKF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9300000	1.2e+07	5800000	15500000
Q9UKG1	0	0	0	4100000	0	0	0	2.3e+07	0	0	0	0	0	0	0	0	0	0	0	1.3e+07
Q9UKJ3	0	0	0	0	0	0	0	0	0	0	0	0	9700000	108100000	1.47e+08	29400000	1.2e+07	0	0	0
Q9UKK3	0	0	2500000	0	0	0	0	920000	0	0	0	0	0	0	3.2e+07	6700000	2e+06	17100000	9500000	6e+06
Q9UKM7	0	0	32200000	9200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKM9	0	0	0	0	0	0	0	0	2200000	2.5e+07	3.1e+07	142100000	4.69e+08	1.018e+09	1.365e+09	409600000	2.17e+08	1.5e+07	5e+06	57600000
Q9UKS6	0	0	28700000	23400000	0	0	0	0	15800000	6e+06	2400000	3600000	0	0	0	0	0	0	0	0
Q9UKV3	0	0	0	0	0	0	0	0	0	12700000	6500000	43800000	392100000	519400000	412800000	144700000	71600000	12900000	0	18900000
Q9UKX7	0	0	0	0	0	0	0	0	0	0	0	0	65800000	6e+07	4500000	0	0	0	0	0
Q9UKY7	0	0	0	0	0	0	0	0	0	0	0	3800000	0	0	0	1.4e+07	0	4.3e+07	0	1.6e+07
Q9UL25	0	0	1500000	0	0	0	0	1600000	0	0	0	0	0	0	0	0	0	0	0	0
Q9ULA0	0	0	0	0	0	0	0	0	7100000	1.1e+07	0	0	0	0	0	4600000	3.6e+07	54500000	1.7e+07	66500000
Q9ULD2	0	0	0	0	0	0	0	0	26900000	29900000	0	0	0	0	1e+07	0	0	0	3e+06	0
Q9ULH0	0	0	24600000	18600000	7900000	15420000	14600000	29800000	3.7e+07	2.4e+07	0	0	0	0	0	0	0	0	0	0
Q9ULI3	0	0	33600000	4600000	3400000	6e+06	0	1600000	0	2e+07	0	0	0	0	0	0	0	0	0	0
Q9ULJ8	0	0	0	0	0	0	0	0	1500000	0	0	0	0	0	0	0	0	0	0	0
Q9ULT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800000
Q9ULU4	0	0	0	0	0	0	0	0	0	0	0	0	16500000	12300000	14200000	0	0	0	0	0
Q9ULV3	0	0	0	0	0	0	0	0	0	0	0	0	30400000	3e+07	0	0	0	0	0	0
